0	5322	0.0	0.0	0.0	0.0
1	1024	0.0	0.0	0.0	0.0
2	1467	0.0	0.0	0.0	0.0
3	6429	0.0	0.0	0.0	0.0
4	4048	0.0	0.0	0.0	0.0
5	5018	0.2	0.09090909090909091	0.15362146509636157	0.05
6	5147	0.0	0.0	0.0	0.0
7	4156	0.0	0.0	0.0	0.0
8	1401	0.2	0.1111111111111111	0.1938487062330673	0.06666666666666667
9	5565	0.0	0.0	0.0	0.0
10	2187	0.0	0.0	0.0	0.0
11	707	0.0	0.0	0.0	0.0
12	5907	0.0	0.0	0.0	0.0
13	4853	0.0	0.0	0.0	0.0
14	1744	0.0	0.0	0.0	0.0
15	3050	0.0	0.0	0.0	0.0
16	6461	0.0	0.0	0.0	0.0
17	4970	0.2	0.2	0.1323223276677858	0.04
18	2647	0.0	0.0	0.0	0.0
19	5386	0.0	0.0	0.0	0.0
20	1659	0.2	0.25	0.1323223276677858	0.05
21	2593	0.0	0.0	0.0	0.0
22	208	0.0	0.0	0.0	0.0
23	943	0.0	0.0	0.0	0.0
24	2548	0.2	0.2	0.30724293019272314	0.1
25	572	0.0	0.0	0.0	0.0
26	6000	0.0	0.0	0.0	0.0
27	2011	0.0	0.0	0.0	0.0
28	2661	0.0	0.0	0.0	0.0
29	3940	0.2	0.023255813953488372	0.30724293019272314	0.1
30	254	0.2	0.16666666666666666	0.15362146509636157	0.05
31	4222	0.0	0.0	0.0	0.0
32	5535	0.4	0.2222222222222222	0.4608643952890846	0.2
33	2565	0.0	0.0	0.0	0.0
34	6784	0.0	0.0	0.0	0.0
35	2857	0.0	0.0	0.0	0.0
36	2616	0.0	0.0	0.0	0.0
37	5703	0.0	0.0	0.0	0.0
38	1348	0.0	0.0	0.0	0.0
39	2207	0.0	0.0	0.0	0.0
40	3009	0.0	0.0	0.0	0.0
41	4470	0.0	0.0	0.0	0.0
42	2068	0.0	0.0	0.0	0.0
43	5099	0.0	0.0	0.0	0.0
44	6739	0.0	0.0	0.0	0.0
45	6303	0.2	0.2	0.21296457081006212	0.2
46	3342	0.0	0.0	0.0	0.0
47	2515	0.0	0.0	0.0	0.0
48	4393	0.6	0.15	0.47979249899721466	0.2866666666666666
49	6302	0.4	0.11764705882352941	0.34747017132942887	0.16666666666666666
50	2962	0.0	0.0	0.0	0.0
51	4573	0.0	0.0	0.0	0.0
52	6472	0.0	0.0	0.0	0.0
53	5027	0.4	0.04081632653061224	0.28594379276414733	0.13
54	5972	0.0	0.0	0.0	0.0
55	5265	0.0	0.0	0.0	0.0
56	4925	0.2	0.14285714285714285	0.1323223276677858	0.04
57	4817	0.0	0.0	0.0	0.0
58	4293	0.2	0.25	0.1323223276677858	0.05
59	5443	0.6	0.05660377358490566	0.4989083635742094	0.42000000000000004
60	6856	0.0	0.0	0.0	0.0
61	3413	0.0	0.0	0.0	0.0
62	1724	0.0	0.0	0.0	0.0
63	5053	0.0	0.0	0.0	0.0
64	336	0.2	0.1111111111111111	0.30724293019272314	0.1
65	1930	0.0	0.0	0.0	0.0
66	5446	0.0	0.0	0.0	0.0
67	47	0.0	0.0	0.0	0.0
68	6698	0.0	0.0	0.0	0.0
69	5590	0.0	0.0	0.0	0.0
70	6187	0.0	0.0	0.0	0.0
71	6210	0.0	0.0	0.0	0.0
72	7119	0.0	0.0	0.0	0.0
73	6630	0.6	0.13636363636363635	0.5931867229568705	0.32
74	3720	0.4	0.18181818181818182	0.4068132770431294	0.3333333333333333
75	2073	0.0	0.0	0.0	0.0
76	6076	0.0	0.0	0.0	0.0
77	2453	0.0	0.0	0.0	0.0
78	455	0.0	0.0	0.0	0.0
79	2531	0.0	0.0	0.0	0.0
80	1620	0.0	0.0	0.0	0.0
81	3213	0.0	0.0	0.0	0.0
82	5743	0.0	0.0	0.0	0.0
83	585	0.0	0.0	0.0	0.0
84	18	0.0	0.0	0.0	0.0
85	2209	0.0	0.0	0.0	0.0
86	5514	0.2	0.25	0.1323223276677858	0.05
87	5448	0.0	0.0	0.0	0.0
88	374	0.2	0.1	0.21296457081006212	0.2
89	1773	0.0	0.0	0.0	0.0
90	330	0.0	0.0	0.0	0.0
91	226	0.0	0.0	0.0	0.0
92	4595	0.0	0.0	0.0	0.0
93	5323	0.0	0.0	0.0	0.0
94	5815	0.0	0.0	0.0	0.0
95	6605	0.0	0.0	0.0	0.0
96	3191	0.0	0.0	0.0	0.0
97	388	0.0	0.0	0.0	0.0
98	4854	0.0	0.0	0.0	0.0
99	3118	0.0	0.0	0.0	0.0
100	5130	0.2	0.03333333333333333	0.1938487062330673	0.06666666666666667
101	2975	0.0	0.0	0.0	0.0
102	5805	0.0	0.0	0.0	0.0
103	6259	0.0	0.0	0.0	0.0
104	6066	0.6	0.16666666666666666	0.6738289660991468	0.55
105	4346	0.0	0.0	0.0	0.0
106	4616	0.0	0.0	0.0	0.0
107	6708	0.0	0.0	0.0	0.0
108	1857	0.0	0.0	0.0	0.0
109	6482	0.0	0.0	0.0	0.0
110	2425	0.0	0.0	0.0	0.0
111	7118	0.0	0.0	0.0	0.0
112	3900	0.2	0.14285714285714285	0.21296457081006212	0.2
113	4230	0.2	0.09090909090909091	0.1938487062330673	0.06666666666666667
114	4360	0.0	0.0	0.0	0.0
115	5012	0.0	0.0	0.0	0.0
116	4105	0.2	0.043478260869565216	0.30724293019272314	0.1
117	4711	0.0	0.0	0.0	0.0
118	547	0.0	0.0	0.0	0.0
119	2499	0.0	0.0	0.0	0.0
